customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
15712825,511.0,2,2,29.0,9.0,0.0,2,0,1,140676.98,0
15674526,725.0,1,1,66.0,4.0,86459.8,1,1,1,141476.56,0
15743411,609.0,2,1,61.0,1.0,0.0,1,1,0,22447.85,1
15812184,674.0,1,2,31.0,1.0,0.0,1,1,0,128954.05,0
15812534,455.0,1,1,40.0,1.0,0.0,3,0,1,129975.34,0
15742172,598.0,3,1,32.0,9.0,123938.6,2,1,0,198894.42,0
15810167,657.0,2,1,75.0,7.0,126273.95,1,0,1,91673.6,0
15573319,493.0,3,2,35.0,8.0,178317.6,1,0,0,197428.64,0
15769169,645.0,1,1,41.0,7.0,0.0,1,0,1,28667.56,0
15702095,585.0,2,2,56.0,1.0,128472.8,1,1,0,186476.91,1
15710053,667.0,3,2,44.0,5.0,140406.68,2,0,1,57164.19,0
15749693,658.0,1,2,32.0,9.0,0.0,2,1,0,156774.75,0
15667620,732.0,1,2,43.0,6.0,0.0,2,1,0,65731.53,0
15607178,850.0,3,1,38.0,3.0,54901.01,1,1,1,140075.55,0
15568088,481.0,3,1,44.0,3.0,163714.52,1,1,0,96123.72,0
15684198,551.0,1,2,38.0,10.0,0.0,2,1,1,216.27,0
15674811,739.0,3,1,29.0,3.0,59385.98,2,1,1,105533.96,0
15809823,491.0,3,1,19.0,2.0,125860.2,1,0,0,129690.5,0
15690829,430.0,3,1,49.0,3.0,137115.16,1,1,0,146516.86,1
15684196,627.0,1,2,55.0,2.0,159441.27,1,1,0,100686.11,1
15640825,695.0,2,1,46.0,3.0,122549.64,1,1,1,56297.85,0
15614740,684.0,1,2,41.0,6.0,135203.81,2,1,1,121967.88,0
15607509,539.0,1,1,38.0,5.0,0.0,2,1,0,47388.41,0
15764237,663.0,2,1,33.0,9.0,0.0,2,0,0,91514.62,0
15605791,524.0,3,1,29.0,9.0,144287.6,2,1,0,32063.3,0
15750769,725.0,1,1,35.0,7.0,75915.75,1,1,0,150507.43,0
15721730,601.0,2,2,44.0,4.0,0.0,2,1,0,58561.31,0
15599433,660.0,3,1,35.0,8.0,58641.43,1,0,1,198674.08,0
15730759,561.0,1,2,27.0,9.0,135637.0,1,1,0,153080.4,1
15716608,651.0,2,1,38.0,2.0,0.0,3,1,0,67029.82,1
15649121,665.0,1,1,52.0,3.0,0.0,1,1,0,116137.01,1
15603594,635.0,2,1,24.0,4.0,0.0,2,1,1,70668.77,0
15706021,665.0,1,2,34.0,1.0,96645.54,2,0,0,171413.66,0
15692931,670.0,1,1,22.0,2.0,114991.45,1,1,1,37392.56,0
15673439,646.0,2,2,50.0,5.0,142644.64,2,1,1,142208.5,1
15647259,643.0,2,1,35.0,2.0,0.0,2,0,0,67979.35,0
15789109,686.0,1,2,41.0,10.0,0.0,1,1,1,144272.71,1
15722578,685.0,3,2,21.0,6.0,97956.5,1,1,1,164966.27,0
15698619,593.0,1,1,43.0,9.0,0.0,2,1,1,76357.43,0
15802362,550.0,2,1,45.0,0.0,0.0,2,0,1,70399.71,0
15774277,809.0,1,1,43.0,2.0,0.0,2,1,1,132908.07,0
15664498,508.0,1,1,26.0,7.0,205962.0,1,1,0,156424.4,0
15738497,729.0,2,1,44.0,4.0,107726.93,2,1,0,153064.87,0
15733429,520.0,3,1,34.0,8.0,120018.86,2,1,1,343.38,0
15772412,554.0,2,1,30.0,6.0,135370.12,1,1,1,179689.05,1
15691871,503.0,3,1,42.0,9.0,153279.39,1,1,1,151336.96,0
15608653,521.0,2,2,34.0,7.0,70731.07,1,1,1,20243.97,1
15752467,720.0,2,1,34.0,3.0,0.0,2,1,1,77047.78,0
15571586,524.0,2,1,29.0,3.0,159035.45,1,1,0,2705.31,1
15622305,746.0,3,2,33.0,2.0,107868.14,2,1,1,146192.4,0
15744109,850.0,1,1,32.0,4.0,0.0,1,1,1,180622.02,0
15723339,554.0,1,2,38.0,4.0,137654.05,2,1,1,172629.67,0
15707473,850.0,3,2,48.0,6.0,111962.99,1,1,0,111755.8,0
15742638,747.0,1,2,25.0,4.0,0.0,2,0,1,42039.67,0
15735549,810.0,3,1,35.0,3.0,96814.46,2,1,1,120511.03,0
